Volumes,elapsed,HP,sampling,memory
0.010247650299290856,459.4931135,192.0313819,258.9769716,5851498776
0.007359633426222654,459.4931135,192.0313819,258.9769716,5851498776
0.0027666867415910806,459.4931135,192.0313819,258.9769716,5851498776
0.0022284631315297758,459.4931135,192.0313819,258.9769716,5851498776
0.0021142852090647794,459.4931135,192.0313819,258.9769716,5851498776
0.002111227272716696,459.4931135,192.0313819,258.9769716,5851498776
0.0017988034960669183,459.4931135,192.0313819,258.9769716,5851498776
0.0017998911748251147,459.4931135,192.0313819,258.9769716,5851498776
0.0009880231893364545,459.4931135,192.0313819,258.9769716,5851498776
0.0009981651076177347,459.4931135,192.0313819,258.9769716,5851498776
0.000258448085560739,459.4931135,192.0313819,258.9769716,5851498776
0.0002616180530897051,459.4931135,192.0313819,258.9769716,5851498776
0.0002642354067011855,459.4931135,192.0313819,258.9769716,5851498776
0.00026094186082588523,459.4931135,192.0313819,258.9769716,5851498776
0.0002561556823321162,459.4931135,192.0313819,258.9769716,5851498776
0.00025628794901074126,459.4931135,192.0313819,258.9769716,5851498776
0.00018034251488834637,459.4931135,192.0313819,258.9769716,5851498776
0.00018257536544716304,459.4931135,192.0313819,258.9769716,5851498776
0.00017845592985795623,459.4931135,192.0313819,258.9769716,5851498776
0.00017223954593165427,459.4931135,192.0313819,258.9769716,5851498776
0.00016300165693506976,459.4931135,192.0313819,258.9769716,5851498776
0.0001628380174324203,459.4931135,192.0313819,258.9769716,5851498776
0.00016355639956548197,459.4931135,192.0313819,258.9769716,5851498776
0.00016557774941330152,459.4931135,192.0313819,258.9769716,5851498776
0.0001604819666037366,459.4931135,192.0313819,258.9769716,5851498776
