Volumes;elapsed;HP;sampling;memory;init_feas;pvpq_feas;correct_feas
0.015897204419904446;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0010294321081771695;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0010315884228020886;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0010437999995631738;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0010484015252783738;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0009082418796376116;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008789926718709778;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008770374039207105;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008934092905734829;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008651725709007701;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008602073401102391;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008621366756070467;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008481172833063239;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008450716203260704;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008564371267502407;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008249732300359662;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008237628943163948;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008082736825907695;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008228561708640176;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.000828336441545625;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0008205978573682668;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006963764203744723;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0007000763970492544;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006943638222411978;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0007011683735221386;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0007082352779139957;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.000690566326475707;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006926121498107046;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006935453309771202;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006913511635291426;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0007057556377654103;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0007092255165327864;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0007102894445713706;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006870852759772627;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006996688167231421;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006822539856772311;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006453794437568989;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006352263096167321;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006175359930808164;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006298862153829927;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006225735772948036;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006363894951858379;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006338982835297809;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006361691906943473;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.000636385403895403;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006277712775913098;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
0.0006404979242622036;3003.2287669;2554.8594841;351.8082909;75324678496;1;422;2077
