Volumes;elapsed;HP;sampling;memory;init_feas;pvpq_feas;correct_feas
0.015754966788509732;238.7414967;129.4665204;2.5439263;1060188952;0;0;5
0.0015259192456115204;238.7414967;129.4665204;2.5439263;1060188952;0;0;5
0.0015173292784268723;238.7414967;129.4665204;2.5439263;1060188952;0;0;5
0.001358609408093345;238.7414967;129.4665204;2.5439263;1060188952;0;0;5
0.0009280643563512484;238.7414967;129.4665204;2.5439263;1060188952;0;0;5
